app_name,date,time,duration_minutes,category,image
Bluesky,2025-03-16,19:29:21,1,Social & Communication,https://play-lh.googleusercontent.com/VsgCCgW-ct98JhgVoQzndWCAaXxlP6uMwcjzINYPmeja8cCNISsJDqDFNQrF2IRq9xM=w240-h480
GitHub,2025-03-16,16:34:10,2,Productivity,https://play-lh.googleusercontent.com/PCpXdqvUWfCW1mXhH1Y_98yBpgsWxuTSTofy3NGMo9yBTATDyzVkqU580bfSln50bFU=w240-h480
Spotify,2025-03-16,14:21:32,1,Music & Audio,https://play-lh.googleusercontent.com/7ynvVIRdhJNAngCg_GI7i8TtH8BqkJYmffeUHsG-mJOdzt1XLvGmbsKuc5Q1SInBjDKN=w240-h480
YouTube,2025-03-16,13:48:12,5,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
WhatsApp,2025-03-16,13:47:22,1,Social & Communication,https://play-lh.googleusercontent.com/bYtqbOcTYOlgc6gqZ2rwb8lptHuwlNE75zYJu6Bn076-hTmvd96HH-6v7S0YUAAJXoJN=w240-h480
YouTube,2025-03-16,13:12:29,2,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
YouTube,2025-03-16,12:59:18,13,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
YouTube,2025-03-16,11:18:18,28,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
YouTube,2025-03-16,09:54:15,7,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
LinkedIn,2025-03-16,09:41:42,1,Productivity,https://play-lh.googleusercontent.com/kMofEFLjobZy_bCuaiDogzBcUT-dz3BBbOrIEjJ-hqOabjK8ieuevGe6wlTD15QzOqw=w240-h480
YouTube,2025-03-16,09:34:23,1,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
HSBC UK,2025-03-16,09:30:21,1,Productivity,https://play-lh.googleusercontent.com/3Jo20Nmi0R0ueREyzKOE5RCgWgVeqpa9hB_BT-RgwaG74OxwZ8t4kmrWG-9TSq-FZbIA=w240-h480
YouTube,2025-03-16,08:09:06,81,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
YouTube,2025-03-16,00:19:56,19,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
Instagram,2025-03-16,00:19:00,1,Social & Communication,https://play-lh.googleusercontent.com/VRMWkE5p3CkWhJs6nv-9ZsLAs1QOg5ob1_3qg-rckwYW7yp1fMrYZqnEFpk0IoVP4LM=w240-h480
Chrome,2025-03-16,00:17:11,2,Social & Communication,https://play-lh.googleusercontent.com/QRRGW2tMZ4-FNw0XWk6WWiXHaQCGxuwM-92HrBhlA4WOd_AGmjVmQkiHyAqQjW2yByc=w240-h480
Chrome,2025-03-16,00:09:29,8,Social & Communication,https://play-lh.googleusercontent.com/QRRGW2tMZ4-FNw0XWk6WWiXHaQCGxuwM-92HrBhlA4WOd_AGmjVmQkiHyAqQjW2yByc=w240-h480
Chrome,2025-03-16,00:08:34,1,Social & Communication,https://play-lh.googleusercontent.com/QRRGW2tMZ4-FNw0XWk6WWiXHaQCGxuwM-92HrBhlA4WOd_AGmjVmQkiHyAqQjW2yByc=w240-h480
Chrome,2025-03-16,00:05:56,2,Social & Communication,https://play-lh.googleusercontent.com/QRRGW2tMZ4-FNw0XWk6WWiXHaQCGxuwM-92HrBhlA4WOd_AGmjVmQkiHyAqQjW2yByc=w240-h480
Chrome,2025-03-16,00:04:31,1,Social & Communication,https://play-lh.googleusercontent.com/QRRGW2tMZ4-FNw0XWk6WWiXHaQCGxuwM-92HrBhlA4WOd_AGmjVmQkiHyAqQjW2yByc=w240-h480
Strong,2025-03-16,00:02:38,2,Others,https://play-lh.googleusercontent.com/4oDSXUQmbO6D7Y7a1qXYc8fkXest3HGy7wzkTHV_ePxZpscCh4NsF29eciniJkjctYI=w240-h480
Spotify,2025-03-15,23:56:39,1,Music & Audio,https://play-lh.googleusercontent.com/7ynvVIRdhJNAngCg_GI7i8TtH8BqkJYmffeUHsG-mJOdzt1XLvGmbsKuc5Q1SInBjDKN=w240-h480
Spotify,2025-03-15,23:54:29,1,Music & Audio,https://play-lh.googleusercontent.com/7ynvVIRdhJNAngCg_GI7i8TtH8BqkJYmffeUHsG-mJOdzt1XLvGmbsKuc5Q1SInBjDKN=w240-h480
Spotify,2025-03-15,23:50:51,1,Music & Audio,https://play-lh.googleusercontent.com/7ynvVIRdhJNAngCg_GI7i8TtH8BqkJYmffeUHsG-mJOdzt1XLvGmbsKuc5Q1SInBjDKN=w240-h480
YouTube,2025-03-15,23:09:30,39,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
Chrome,2025-03-15,23:08:12,1,Social & Communication,https://play-lh.googleusercontent.com/QRRGW2tMZ4-FNw0XWk6WWiXHaQCGxuwM-92HrBhlA4WOd_AGmjVmQkiHyAqQjW2yByc=w240-h480
YouTube,2025-03-15,22:37:45,30,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
LinkedIn,2025-03-15,22:35:05,3,Productivity,https://play-lh.googleusercontent.com/kMofEFLjobZy_bCuaiDogzBcUT-dz3BBbOrIEjJ-hqOabjK8ieuevGe6wlTD15QzOqw=w240-h480
Chrome,2025-03-15,22:28:07,7,Social & Communication,https://play-lh.googleusercontent.com/QRRGW2tMZ4-FNw0XWk6WWiXHaQCGxuwM-92HrBhlA4WOd_AGmjVmQkiHyAqQjW2yByc=w240-h480
YouTube,2025-03-15,21:50:45,37,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
Gmail,2025-03-15,21:49:38,1,Social & Communication,https://play-lh.googleusercontent.com/KSuaRLiI_FlDP8cM4MzJ23ml3og5Hxb9AapaGTMZ2GgR103mvJ3AAnoOFz1yheeQBBI=w240-h480
YouTube,2025-03-15,21:15:12,34,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
YouTube,2025-03-15,17:32:56,12,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
WhatsApp,2025-03-15,17:30:31,1,Social & Communication,https://play-lh.googleusercontent.com/bYtqbOcTYOlgc6gqZ2rwb8lptHuwlNE75zYJu6Bn076-hTmvd96HH-6v7S0YUAAJXoJN=w240-h480
LinkedIn,2025-03-15,17:15:03,5,Productivity,https://play-lh.googleusercontent.com/kMofEFLjobZy_bCuaiDogzBcUT-dz3BBbOrIEjJ-hqOabjK8ieuevGe6wlTD15QzOqw=w240-h480
Kindle,2025-03-15,17:13:50,1,Productivity,https://play-lh.googleusercontent.com/48wwD4kfFSStoxwuwCIu6RdM2IeZmZKfb1ZeQkga0qEf1JKsiD-hK3Qf8qvxHL09lQ=w240-h480
YouTube,2025-03-15,17:11:55,2,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
YouTube,2025-03-15,16:51:29,18,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
Kindle,2025-03-15,16:18:47,33,Productivity,https://play-lh.googleusercontent.com/48wwD4kfFSStoxwuwCIu6RdM2IeZmZKfb1ZeQkga0qEf1JKsiD-hK3Qf8qvxHL09lQ=w240-h480
HSBC UK,2025-03-15,16:14:57,1,Productivity,https://play-lh.googleusercontent.com/3Jo20Nmi0R0ueREyzKOE5RCgWgVeqpa9hB_BT-RgwaG74OxwZ8t4kmrWG-9TSq-FZbIA=w240-h480
Chrome,2025-03-15,16:13:19,1,Social & Communication,https://play-lh.googleusercontent.com/QRRGW2tMZ4-FNw0XWk6WWiXHaQCGxuwM-92HrBhlA4WOd_AGmjVmQkiHyAqQjW2yByc=w240-h480
Chrome,2025-03-15,16:08:14,2,Social & Communication,https://play-lh.googleusercontent.com/QRRGW2tMZ4-FNw0XWk6WWiXHaQCGxuwM-92HrBhlA4WOd_AGmjVmQkiHyAqQjW2yByc=w240-h480
Kindle,2025-03-15,14:58:19,70,Productivity,https://play-lh.googleusercontent.com/48wwD4kfFSStoxwuwCIu6RdM2IeZmZKfb1ZeQkga0qEf1JKsiD-hK3Qf8qvxHL09lQ=w240-h480
YouTube,2025-03-15,14:51:11,7,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
YouTube,2025-03-15,14:44:57,6,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
parkrunner,2025-03-15,14:42:25,2,Others,https://play-lh.googleusercontent.com/tzruWRMjMnE04KRV09zAWA2gOmogqUlpgCTOAnz7PwhOapHZCqwYZnpoZayt-xPqntI=w240-h480
YouTube,2025-03-15,13:43:32,59,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
YouTube,2025-03-15,13:26:31,14,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
YouTube,2025-03-15,13:06:57,19,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
YouTube,2025-03-15,13:04:18,2,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
YouTube,2025-03-15,11:39:30,22,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
YouTube,2025-03-15,11:18:50,3,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
YouTube,2025-03-15,10:56:54,19,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
YouTube,2025-03-15,10:50:50,5,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
YouTube,2025-03-15,10:35:20,15,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
Mooboo,2025-03-15,10:31:58,2,Others,https://play-lh.googleusercontent.com/-8rwVGfKLvDcRAtZyOLo4LABhFYBvvJoQP2zuzZQsc_pnztzZ7_CSQ5p9H6TZFVs88I=w240-h480
Mooboo,2025-03-15,10:28:26,2,Others,https://play-lh.googleusercontent.com/-8rwVGfKLvDcRAtZyOLo4LABhFYBvvJoQP2zuzZQsc_pnztzZ7_CSQ5p9H6TZFVs88I=w240-h480
Mooboo,2025-03-15,10:22:52,6,Others,https://play-lh.googleusercontent.com/-8rwVGfKLvDcRAtZyOLo4LABhFYBvvJoQP2zuzZQsc_pnztzZ7_CSQ5p9H6TZFVs88I=w240-h480
Discord,2025-03-15,10:11:43,5,Social & Communication,https://play-lh.googleusercontent.com/0oO5sAneb9lJP6l8c6DH4aj6f85qNpplQVHmPmbbBxAukDnlO7DarDW0b-kEIHa8SQ=w240-h480
Fitbit,2025-03-15,09:57:27,1,Others,https://play-lh.googleusercontent.com/QhMCymTyxJbzRiwMBA-GYooS-nVKm3fHg2CSRyKHvhmC-e5vOibfST73y1MmScvtPw=w240-h480
Gmail,2025-03-15,09:56:11,1,Social & Communication,https://play-lh.googleusercontent.com/KSuaRLiI_FlDP8cM4MzJ23ml3og5Hxb9AapaGTMZ2GgR103mvJ3AAnoOFz1yheeQBBI=w240-h480
Mooboo,2025-03-15,09:55:25,1,Others,https://play-lh.googleusercontent.com/-8rwVGfKLvDcRAtZyOLo4LABhFYBvvJoQP2zuzZQsc_pnztzZ7_CSQ5p9H6TZFVs88I=w240-h480
Bee Network,2025-03-15,09:52:30,1,Others,https://play-lh.googleusercontent.com/LJegK9bFBC52Gvl-4qrFHg4Ex4I5_jKOj0e3kurTYTzYv61lCJhtJNYGdXWYcmUJHQ=w240-h480
Chrome,2025-03-15,08:12:03,2,Social & Communication,https://play-lh.googleusercontent.com/QRRGW2tMZ4-FNw0XWk6WWiXHaQCGxuwM-92HrBhlA4WOd_AGmjVmQkiHyAqQjW2yByc=w240-h480
Bluesky,2025-03-15,07:56:36,3,Social & Communication,https://play-lh.googleusercontent.com/VsgCCgW-ct98JhgVoQzndWCAaXxlP6uMwcjzINYPmeja8cCNISsJDqDFNQrF2IRq9xM=w240-h480
Spotify,2025-03-15,07:39:04,3,Music & Audio,https://play-lh.googleusercontent.com/7ynvVIRdhJNAngCg_GI7i8TtH8BqkJYmffeUHsG-mJOdzt1XLvGmbsKuc5Q1SInBjDKN=w240-h480
Strong,2025-03-14,23:18:13,1,Others,https://play-lh.googleusercontent.com/4oDSXUQmbO6D7Y7a1qXYc8fkXest3HGy7wzkTHV_ePxZpscCh4NsF29eciniJkjctYI=w240-h480
Spotify,2025-03-14,23:17:32,1,Music & Audio,https://play-lh.googleusercontent.com/7ynvVIRdhJNAngCg_GI7i8TtH8BqkJYmffeUHsG-mJOdzt1XLvGmbsKuc5Q1SInBjDKN=w240-h480
Spotify,2025-03-14,23:16:08,1,Music & Audio,https://play-lh.googleusercontent.com/7ynvVIRdhJNAngCg_GI7i8TtH8BqkJYmffeUHsG-mJOdzt1XLvGmbsKuc5Q1SInBjDKN=w240-h480
Spotify,2025-03-14,23:12:19,1,Music & Audio,https://play-lh.googleusercontent.com/7ynvVIRdhJNAngCg_GI7i8TtH8BqkJYmffeUHsG-mJOdzt1XLvGmbsKuc5Q1SInBjDKN=w240-h480
Chrome,2025-03-14,23:11:01,1,Social & Communication,https://play-lh.googleusercontent.com/QRRGW2tMZ4-FNw0XWk6WWiXHaQCGxuwM-92HrBhlA4WOd_AGmjVmQkiHyAqQjW2yByc=w240-h480
Spotify,2025-03-14,23:08:01,1,Music & Audio,https://play-lh.googleusercontent.com/7ynvVIRdhJNAngCg_GI7i8TtH8BqkJYmffeUHsG-mJOdzt1XLvGmbsKuc5Q1SInBjDKN=w240-h480
Kindle,2025-03-14,22:17:01,50,Productivity,https://play-lh.googleusercontent.com/48wwD4kfFSStoxwuwCIu6RdM2IeZmZKfb1ZeQkga0qEf1JKsiD-hK3Qf8qvxHL09lQ=w240-h480
LinkedIn,2025-03-14,22:13:40,2,Productivity,https://play-lh.googleusercontent.com/kMofEFLjobZy_bCuaiDogzBcUT-dz3BBbOrIEjJ-hqOabjK8ieuevGe6wlTD15QzOqw=w240-h480
Bluesky,2025-03-14,22:12:12,1,Social & Communication,https://play-lh.googleusercontent.com/VsgCCgW-ct98JhgVoQzndWCAaXxlP6uMwcjzINYPmeja8cCNISsJDqDFNQrF2IRq9xM=w240-h480
ChatGPT,2025-03-14,22:10:06,2,Productivity,https://play-lh.googleusercontent.com/lmG9HlI0awHie0cyBieWXeNjpyXvHPwDBb8MNOVIyp0P8VEh95AiBHtUZSDVR3HLe3A=w240-h480
LinkedIn,2025-03-14,21:58:10,12,Productivity,https://play-lh.googleusercontent.com/kMofEFLjobZy_bCuaiDogzBcUT-dz3BBbOrIEjJ-hqOabjK8ieuevGe6wlTD15QzOqw=w240-h480
HSBC UK,2025-03-14,21:56:09,1,Productivity,https://play-lh.googleusercontent.com/3Jo20Nmi0R0ueREyzKOE5RCgWgVeqpa9hB_BT-RgwaG74OxwZ8t4kmrWG-9TSq-FZbIA=w240-h480
YouTube,2025-03-14,20:53:54,7,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
HSBC UK,2025-03-14,19:51:02,3,Productivity,https://play-lh.googleusercontent.com/3Jo20Nmi0R0ueREyzKOE5RCgWgVeqpa9hB_BT-RgwaG74OxwZ8t4kmrWG-9TSq-FZbIA=w240-h480
GitHub,2025-03-14,18:09:13,2,Productivity,https://play-lh.googleusercontent.com/PCpXdqvUWfCW1mXhH1Y_98yBpgsWxuTSTofy3NGMo9yBTATDyzVkqU580bfSln50bFU=w240-h480
GitHub,2025-03-14,18:06:44,2,Productivity,https://play-lh.googleusercontent.com/PCpXdqvUWfCW1mXhH1Y_98yBpgsWxuTSTofy3NGMo9yBTATDyzVkqU580bfSln50bFU=w240-h480
GitHub,2025-03-14,17:38:33,2,Productivity,https://play-lh.googleusercontent.com/PCpXdqvUWfCW1mXhH1Y_98yBpgsWxuTSTofy3NGMo9yBTATDyzVkqU580bfSln50bFU=w240-h480
WhatsApp,2025-03-14,17:37:00,1,Social & Communication,https://play-lh.googleusercontent.com/bYtqbOcTYOlgc6gqZ2rwb8lptHuwlNE75zYJu6Bn076-hTmvd96HH-6v7S0YUAAJXoJN=w240-h480
YouTube,2025-03-14,14:48:14,3,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
YouTube,2025-03-14,14:41:20,7,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
YouTube,2025-03-14,14:17:01,24,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
Spotify,2025-03-14,14:12:40,2,Music & Audio,https://play-lh.googleusercontent.com/7ynvVIRdhJNAngCg_GI7i8TtH8BqkJYmffeUHsG-mJOdzt1XLvGmbsKuc5Q1SInBjDKN=w240-h480
Spotify,2025-03-14,14:11:08,1,Music & Audio,https://play-lh.googleusercontent.com/7ynvVIRdhJNAngCg_GI7i8TtH8BqkJYmffeUHsG-mJOdzt1XLvGmbsKuc5Q1SInBjDKN=w240-h480
YouTube,2025-03-14,14:09:45,1,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
Chrome,2025-03-14,14:08:43,1,Social & Communication,https://play-lh.googleusercontent.com/QRRGW2tMZ4-FNw0XWk6WWiXHaQCGxuwM-92HrBhlA4WOd_AGmjVmQkiHyAqQjW2yByc=w240-h480
YouTube,2025-03-14,13:54:48,14,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
Amazon Shopping,2025-03-14,13:50:27,4,Others,https://play-lh.googleusercontent.com/1Ns1T_qN0pEXMvZeZ5lQNAR8z4blP7ce2J2Nn5doXvt2T1g_W7VMORdWHaApkOooupI=w240-h480
Amazon Shopping,2025-03-14,13:49:12,1,Others,https://play-lh.googleusercontent.com/1Ns1T_qN0pEXMvZeZ5lQNAR8z4blP7ce2J2Nn5doXvt2T1g_W7VMORdWHaApkOooupI=w240-h480
WhatsApp,2025-03-14,13:47:35,2,Social & Communication,https://play-lh.googleusercontent.com/bYtqbOcTYOlgc6gqZ2rwb8lptHuwlNE75zYJu6Bn076-hTmvd96HH-6v7S0YUAAJXoJN=w240-h480
YouTube,2025-03-14,13:39:59,7,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
LinkedIn,2025-03-14,13:38:51,1,Productivity,https://play-lh.googleusercontent.com/kMofEFLjobZy_bCuaiDogzBcUT-dz3BBbOrIEjJ-hqOabjK8ieuevGe6wlTD15QzOqw=w240-h480
GitHub,2025-03-14,09:59:49,2,Productivity,https://play-lh.googleusercontent.com/PCpXdqvUWfCW1mXhH1Y_98yBpgsWxuTSTofy3NGMo9yBTATDyzVkqU580bfSln50bFU=w240-h480
YouTube,2025-03-14,08:10:17,17,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
Spotify,2025-03-14,07:58:15,2,Music & Audio,https://play-lh.googleusercontent.com/7ynvVIRdhJNAngCg_GI7i8TtH8BqkJYmffeUHsG-mJOdzt1XLvGmbsKuc5Q1SInBjDKN=w240-h480
Bluesky,2025-03-14,07:45:27,2,Social & Communication,https://play-lh.googleusercontent.com/VsgCCgW-ct98JhgVoQzndWCAaXxlP6uMwcjzINYPmeja8cCNISsJDqDFNQrF2IRq9xM=w240-h480
Spotify,2025-03-14,07:43:08,2,Music & Audio,https://play-lh.googleusercontent.com/7ynvVIRdhJNAngCg_GI7i8TtH8BqkJYmffeUHsG-mJOdzt1XLvGmbsKuc5Q1SInBjDKN=w240-h480
Spotify,2025-03-13,22:04:25,2,Music & Audio,https://play-lh.googleusercontent.com/7ynvVIRdhJNAngCg_GI7i8TtH8BqkJYmffeUHsG-mJOdzt1XLvGmbsKuc5Q1SInBjDKN=w240-h480
LinkedIn,2025-03-13,21:51:47,7,Productivity,https://play-lh.googleusercontent.com/kMofEFLjobZy_bCuaiDogzBcUT-dz3BBbOrIEjJ-hqOabjK8ieuevGe6wlTD15QzOqw=w240-h480
Kindle,2025-03-13,21:20:57,30,Productivity,https://play-lh.googleusercontent.com/48wwD4kfFSStoxwuwCIu6RdM2IeZmZKfb1ZeQkga0qEf1JKsiD-hK3Qf8qvxHL09lQ=w240-h480
Chrome,2025-03-13,21:16:52,4,Social & Communication,https://play-lh.googleusercontent.com/QRRGW2tMZ4-FNw0XWk6WWiXHaQCGxuwM-92HrBhlA4WOd_AGmjVmQkiHyAqQjW2yByc=w240-h480
Chrome,2025-03-13,21:12:17,4,Social & Communication,https://play-lh.googleusercontent.com/QRRGW2tMZ4-FNw0XWk6WWiXHaQCGxuwM-92HrBhlA4WOd_AGmjVmQkiHyAqQjW2yByc=w240-h480
Kindle,2025-03-13,20:55:58,16,Productivity,https://play-lh.googleusercontent.com/48wwD4kfFSStoxwuwCIu6RdM2IeZmZKfb1ZeQkga0qEf1JKsiD-hK3Qf8qvxHL09lQ=w240-h480
YouTube,2025-03-13,20:07:14,29,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
Freetrade,2025-03-13,20:05:52,1,Productivity,https://play-lh.googleusercontent.com/2iAiqXdqQPLL49vFNYe1hW9RJB4hDhAhYekRi-hr0qmx8Z03auIb4MH7Jm2rjfK7cQ=w240-h480
YouTube,2025-03-13,19:58:37,7,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
Strong,2025-03-13,19:10:20,11,Others,https://play-lh.googleusercontent.com/4oDSXUQmbO6D7Y7a1qXYc8fkXest3HGy7wzkTHV_ePxZpscCh4NsF29eciniJkjctYI=w240-h480
Strong,2025-03-13,19:03:54,5,Others,https://play-lh.googleusercontent.com/4oDSXUQmbO6D7Y7a1qXYc8fkXest3HGy7wzkTHV_ePxZpscCh4NsF29eciniJkjctYI=w240-h480
Strong,2025-03-13,18:45:29,18,Others,https://play-lh.googleusercontent.com/4oDSXUQmbO6D7Y7a1qXYc8fkXest3HGy7wzkTHV_ePxZpscCh4NsF29eciniJkjctYI=w240-h480
Strong,2025-03-13,18:39:44,6,Others,https://play-lh.googleusercontent.com/4oDSXUQmbO6D7Y7a1qXYc8fkXest3HGy7wzkTHV_ePxZpscCh4NsF29eciniJkjctYI=w240-h480
Strong,2025-03-13,18:37:38,1,Others,https://play-lh.googleusercontent.com/4oDSXUQmbO6D7Y7a1qXYc8fkXest3HGy7wzkTHV_ePxZpscCh4NsF29eciniJkjctYI=w240-h480
Spotify,2025-03-13,17:56:16,1,Music & Audio,https://play-lh.googleusercontent.com/7ynvVIRdhJNAngCg_GI7i8TtH8BqkJYmffeUHsG-mJOdzt1XLvGmbsKuc5Q1SInBjDKN=w240-h480
Chrome,2025-03-13,17:53:36,2,Social & Communication,https://play-lh.googleusercontent.com/QRRGW2tMZ4-FNw0XWk6WWiXHaQCGxuwM-92HrBhlA4WOd_AGmjVmQkiHyAqQjW2yByc=w240-h480
LinkedIn,2025-03-13,17:53:02,1,Productivity,https://play-lh.googleusercontent.com/kMofEFLjobZy_bCuaiDogzBcUT-dz3BBbOrIEjJ-hqOabjK8ieuevGe6wlTD15QzOqw=w240-h480
LinkedIn,2025-03-13,17:51:11,1,Productivity,https://play-lh.googleusercontent.com/kMofEFLjobZy_bCuaiDogzBcUT-dz3BBbOrIEjJ-hqOabjK8ieuevGe6wlTD15QzOqw=w240-h480
ChatGPT,2025-03-13,15:36:54,2,Productivity,https://play-lh.googleusercontent.com/lmG9HlI0awHie0cyBieWXeNjpyXvHPwDBb8MNOVIyp0P8VEh95AiBHtUZSDVR3HLe3A=w240-h480
YouTube,2025-03-13,12:48:13,19,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
Chrome,2025-03-13,12:46:41,1,Social & Communication,https://play-lh.googleusercontent.com/QRRGW2tMZ4-FNw0XWk6WWiXHaQCGxuwM-92HrBhlA4WOd_AGmjVmQkiHyAqQjW2yByc=w240-h480
YouTube,2025-03-13,12:40:17,2,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
YouTube,2025-03-13,09:10:06,16,Movies & Video,https://play-lh.googleusercontent.com/6am0i3walYwNLc08QOOhRJttQENNGkhlKajXSERf3JnPVRQczIyxw2w3DxeMRTOSdsY=w240-h480
